Title,URL,Priority
How do I add a Catalog program listing?,https://community.canvaslms.com/t5/Canvas-Catalog/How-do-I-add-a-Catalog-program-listing/ta-p/1769,high
How do I add a course listing in Canvas Catalog?,https://community.canvaslms.com/t5/Canvas-Catalog/How-do-I-add-a-course-listing-in-Canvas-Catalog/ta-p/1770,high
How do I manage catalog listings?,https://community.canvaslms.com/t5/Canvas-Catalog/How-do-I-manage-catalog-listings/ta-p/1754,high
How do I add a category to a catalog?,https://community.canvaslms.com/t5/Canvas-Catalog/How-do-I-add-a-category-to-a-catalog/ta-p/1773,high
How do I manage categories for a catalog?,https://community.canvaslms.com/t5/Canvas-Catalog/How-do-I-manage-categories-for-a-catalog/ta-p/1751,high
"How do I integrate Google Analytics, Google Tag Manager, or LinkedIn with my institution's Canvas Catalog?",https://community.canvaslms.com/t5/Canvas-Catalog/How-do-I-integrate-Google-Analytics-Google-Tag-Manager-or/ta-p/539280,high
How do I disable the drop course/program button in Catalog?,https://community.canvaslms.com/t5/Canvas-Catalog/How-do-I-disable-the-drop-course-program-button-in-Catalog/ta-p/619174,high
How do I allow or remove a shopping cart in my institution's Canvas Catalog?,https://community.canvaslms.com/t5/Canvas-Catalog/How-do-I-allow-or-remove-a-shopping-cart-in-my-institution-s/ta-p/573161,high
How do I enable self registration in Catalog?,https://community.canvaslms.com/t5/Canvas-Catalog/How-do-I-enable-self-registration-in-Catalog/ta-p/561646,high
What is the Program Assessment tool?,https://community.canvaslms.com/t5/Canvas-Student-Pathways/What-is-the-Program-Assessment-tool/ta-p/1465,high
How do I add a certificate of completion for a Catalog program?,https://community.canvaslms.com/t5/Canvas-Catalog/How-do-I-add-a-certificate-of-completion-for-a-Catalog-program/ta-p/1741,high
How do I create a custom users report in Catalog Analytics?,https://community.canvaslms.com/t5/Canvas-Catalog/How-do-I-create-a-custom-users-report-in-Catalog-Analytics/ta-p/568256,high
How do I add a promotion code to a listing in Canvas Catalog?,https://community.canvaslms.com/t5/Canvas-Catalog/How-do-I-add-a-promotion-code-to-a-listing-in-Canvas-Catalog/ta-p/1780,high
How do I view pathways progress?,https://community.canvaslms.com/t5/Canvas-Student-Pathways/How-do-I-view-pathways-progress/ta-p/1475,high
How do I enroll in a pathway using an enroll link as a student?,https://community.canvaslms.com/t5/Canvas-Student-Pathways/How-do-I-enroll-in-a-pathway-using-an-enroll-link-as-a-student/ta-p/415819,high
How do I view pathways I am enrolled in as a student?,https://community.canvaslms.com/t5/Canvas-Student-Pathways/How-do-I-view-pathways-I-am-enrolled-in-as-a-student/ta-p/415818,high
How do I submit a pathway requirement as a student?,https://community.canvaslms.com/t5/Canvas-Student-Pathways/How-do-I-submit-a-pathway-requirement-as-a-student/ta-p/415820,high
How do I fulfill a project milestone in a pathway?,https://community.canvaslms.com/t5/Canvas-Student-Pathways/How-do-I-fulfill-a-project-milestone-in-a-pathway/ta-p/569862,high
How do I fulfill an experience milestone in a pathway?,https://community.canvaslms.com/t5/Canvas-Student-Pathways/How-do-I-fulfill-an-experience-milestone-in-a-pathway/ta-p/569864,high
How do I fulfill a Badge milestone in a pathway ?,https://community.canvaslms.com/t5/Canvas-Student-Pathways/How-do-I-fulfill-a-Badge-milestone-in-a-pathway/ta-p/569860,high
How do I fulfill a Completed Pathway milestone ?,https://community.canvaslms.com/t5/Canvas-Student-Pathways/How-do-I-fulfill-a-Completed-Pathway-milestone/ta-p/569861,high
How do I create a custom orders report in Catalog Analytics?,https://community.canvaslms.com/t5/Canvas-Catalog/How-do-I-create-a-custom-orders-report-in-Catalog-Analytics/ta-p/568254,high
How do I unsubmit and resubmit a pathway requirement as a student?,https://community.canvaslms.com/t5/Canvas-Student-Pathways/How-do-I-unsubmit-and-resubmit-a-pathway-requirement-as-a/ta-p/415816,high
How do I create a custom enrollments report in Catalog Analytics?,https://community.canvaslms.com/t5/Canvas-Catalog/How-do-I-create-a-custom-enrollments-report-in-Catalog-Analytics/ta-p/568258,high
How do I claim a course?,https://community.canvaslms.com/t5/Canvas-Student-Pathways/How-do-I-claim-a-course/ta-p/1452,high
How do I view and manage my courses?,https://community.canvaslms.com/t5/Canvas-Student-Pathways/How-do-I-view-and-manage-my-courses/ta-p/1450,high
How do I create a custom listings report in Catalog Analytics?,https://community.canvaslms.com/t5/Canvas-Catalog/How-do-I-create-a-custom-listings-report-in-Catalog-Analytics/ta-p/568255,high
How do I enroll additional users in my course?,https://community.canvaslms.com/t5/Canvas-Student-Pathways/How-do-I-enroll-additional-users-in-my-course/ta-p/1457,high
How do I view the Catalog Analytics page?,https://community.canvaslms.com/t5/Canvas-Catalog/How-do-I-view-the-Catalog-Analytics-page/ta-p/568257,high
How do I manage catalog promotions?,https://community.canvaslms.com/t5/Canvas-Catalog/How-do-I-manage-catalog-promotions/ta-p/1784,high
How do I view updates to resources I previously imported from Commons?,https://community.canvaslms.com/t5/Canvas-Commons/How-do-I-view-updates-to-resources-I-previously-imported-from/ta-p/1797,high
How do I edit settings for learning outcomes in the assessment library?,https://community.canvaslms.com/t5/Canvas-Student-Pathways/How-do-I-edit-settings-for-learning-outcomes-in-the-assessment/ta-p/1458,medium
How do I manage shared resources for my account in Commons?,https://community.canvaslms.com/t5/Canvas-Commons/How-do-I-manage-shared-resources-for-my-account-in-Commons/ta-p/1790,medium
How do I connect Canvas to my Canvas Student ePortfolios account?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-connect-Canvas-to-my-Canvas-Student-ePortfolios-account/ta-p/1357,medium
How do I edit my location in Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-edit-my-location-in-Canvas-Student-ePortfolios/ta-p/1377,medium
How do I set my notification preferences in Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-set-my-notification-preferences-in-Canvas-Student/ta-p/1376,medium
How do I manage Groups in Commons?,https://community.canvaslms.com/t5/Canvas-Commons/How-do-I-manage-Groups-in-Commons/ta-p/1804,medium
How do I view which accounts I've blocked in Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-view-which-accounts-I-ve-blocked-in-Canvas-Student/ta-p/1370,medium
How do I change my privacy settings in Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-change-my-privacy-settings-in-Canvas-Student/ta-p/1369,medium
How do I edit the details of a resource in Commons?,https://community.canvaslms.com/t5/Canvas-Commons/How-do-I-edit-the-details-of-a-resource-in-Commons/ta-p/1814,medium
How do I add my security clearances in Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-add-my-security-clearances-in-Canvas-Student/ta-p/1371,medium
How do I update a resource I previously shared to Commons?,https://community.canvaslms.com/t5/Canvas-Commons/How-do-I-update-a-resource-I-previously-shared-to-Commons/ta-p/1813,medium
How do I connect applications to my Canvas Student ePortfolios account?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-connect-applications-to-my-Canvas-Student-ePortfolios/ta-p/1360,medium
How do I insert a link in my Project description?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-insert-a-link-in-my-Project-description/ta-p/1409,medium
How do I disable my Canvas Student ePortfolios account?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-disable-my-Canvas-Student-ePortfolios-account/ta-p/1387,medium
How do I block or unblock a user in Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-block-or-unblock-a-user-in-Canvas-Student-ePortfolios/ta-p/1413,medium
How do I permanently delete my Canvas Student ePortfolios account?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-permanently-delete-my-Canvas-Student-ePortfolios/ta-p/1373,medium
How do I select a language for my Canvas Student ePortfolio?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-select-a-language-for-my-Canvas-Student-ePortfolio/ta-p/562148,medium
How do I view my Projects in Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-view-my-Projects-in-Canvas-Student-ePortfolios/ta-p/1363,medium
How do I view my Project drafts in Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-view-my-Project-drafts-in-Canvas-Student-ePortfolios/ta-p/1359,medium
How do I add Projects to my Portfolio?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-add-Projects-to-my-Portfolio/ta-p/1361,medium
How do I add photos to my Project?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-add-photos-to-my-Project/ta-p/1364,medium
How do I change my password in Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-change-my-password-in-Canvas-Student-ePortfolios/ta-p/1372,medium
How do I edit my email address in Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-edit-my-email-address-in-Canvas-Student-ePortfolios/ta-p/1375,medium
How do I edit my user settings in Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-edit-my-user-settings-in-Canvas-Student-ePortfolios/ta-p/1367,medium
"How do I report Projects, Badges, or Profiles in Canvas Student ePortfolios?",https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-report-Projects-Badges-or-Profiles-in-Canvas-Student/ta-p/1368,medium
How do I add courses to my profile?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-add-courses-to-my-profile/ta-p/1415,medium
How do I add accomplishments to my profile?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-add-accomplishments-to-my-profile/ta-p/1414,medium
How do I allow and manage approved content in Commons?,https://community.canvaslms.com/t5/Canvas-Commons/How-do-I-allow-and-manage-approved-content-in-Commons/ta-p/1810,medium
How do I edit the details of a resource in Commons as an admin?,https://community.canvaslms.com/t5/Canvas-Commons/How-do-I-edit-the-details-of-a-resource-in-Commons-as-an-admin/ta-p/1811,medium
"How do I add Clubs, Affiliations, and Programs to my profile?",https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-add-Clubs-Affiliations-and-Programs-to-my-profile/ta-p/1424,medium
How do I add Certifications to my profile?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-add-Certifications-to-my-profile/ta-p/1384,medium
How do I edit my account settings in Commons?,https://community.canvaslms.com/t5/Canvas-Commons/How-do-I-edit-my-account-settings-in-Commons/ta-p/1803,medium
How do I add Athletics to my profile?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-add-Athletics-to-my-profile/ta-p/1383,medium
How do I add Volunteer Work to my profile?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-add-Volunteer-Work-to-my-profile/ta-p/1393,medium
How do I view admin settings in Commons?,https://community.canvaslms.com/t5/Canvas-Commons/How-do-I-view-admin-settings-in-Commons/ta-p/1794,medium
How do I add Publications to my profile?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-add-Publications-to-my-profile/ta-p/1392,medium
How do I add Badges to my profile?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-add-Badges-to-my-profile/ta-p/1396,medium
How do I add work experience to my profile?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-add-work-experience-to-my-profile/ta-p/1395,medium
How do I add education experience to my profile?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-add-education-experience-to-my-profile/ta-p/1386,medium
How do I add Skills to my profile?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-add-Skills-to-my-profile/ta-p/1385,medium
How do I upload my resume to Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-upload-my-resume-to-Canvas-Student-ePortfolios/ta-p/1390,medium
How do I manage approved content in Commons?,https://community.canvaslms.com/t5/Canvas-Commons/How-do-I-manage-approved-content-in-Commons/ta-p/1799,medium
How do I embed media in my Project?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-embed-media-in-my-Project/ta-p/1402,medium
How do I edit or delete a Project in Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-edit-or-delete-a-Project-in-Canvas-Student-ePortfolios/ta-p/1410,medium
How do I generate an outcome report in the assessment library?,https://community.canvaslms.com/t5/Canvas-Student-Pathways/How-do-I-generate-an-outcome-report-in-the-assessment-library/ta-p/532630,medium
How do I add programs to the assessment library?,https://community.canvaslms.com/t5/Canvas-Student-Pathways/How-do-I-add-programs-to-the-assessment-library/ta-p/1446,medium
How do I update my username and profile URL in Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-update-my-username-and-profile-URL-in-Canvas-Student/ta-p/1379,medium
What types of sharing options are available in Commons?,https://community.canvaslms.com/t5/Canvas-Commons/What-types-of-sharing-options-are-available-in-Commons/ta-p/1815,medium
How do I view and enter challenges on Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-view-and-enter-challenges-on-Canvas-Student-ePortfolios/ta-p/1365,medium
Where can I find a list of Portfolium Course and Program Assessment Terminology?,https://community.canvaslms.com/t5/Canvas-Student-Pathways/Where-can-I-find-a-list-of-Portfolium-Course-and-Program/ta-p/1468,medium
How do I invite a user to Canvas Pathways and Outcomes Assessment?,https://community.canvaslms.com/t5/Canvas-Student-Pathways/How-do-I-invite-a-user-to-Canvas-Pathways-and-Outcomes/ta-p/1467,medium
How do I switch networks in Canvas Outcomes Assessment?,https://community.canvaslms.com/t5/Canvas-Student-Pathways/How-do-I-switch-networks-in-Canvas-Outcomes-Assessment/ta-p/428467,medium
How do I add course templates to the assessment library?,https://community.canvaslms.com/t5/Canvas-Student-Pathways/How-do-I-add-course-templates-to-the-assessment-library/ta-p/1443,medium
How do I view my profile?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-view-my-profile/ta-p/1412,medium
How do I add learning outcomes to the assessment library?,https://community.canvaslms.com/t5/Canvas-Student-Pathways/How-do-I-add-learning-outcomes-to-the-assessment-library/ta-p/1444,medium
How do I change the privacy settings on my Projects?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-change-the-privacy-settings-on-my-Projects/ta-p/1407,medium
How do I manage Consortiums in Commons?,https://community.canvaslms.com/t5/Canvas-Commons/How-do-I-manage-Consortiums-in-Commons/ta-p/1821,medium
How do I create and manage Groups in Commons?,https://community.canvaslms.com/t5/Canvas-Commons/How-do-I-create-and-manage-Groups-in-Commons/ta-p/1806,medium
What types of content licenses are available in Commons?,https://community.canvaslms.com/t5/Canvas-Commons/What-types-of-content-licenses-are-available-in-Commons/ta-p/1809,medium
How do I view resource statistics in Commons?,https://community.canvaslms.com/t5/Canvas-Commons/How-do-I-view-resource-statistics-in-Commons/ta-p/1807,medium
How do I add a thumbnail image to my shared resource?,https://community.canvaslms.com/t5/Canvas-Commons/How-do-I-add-a-thumbnail-image-to-my-shared-resource/ta-p/1789,medium
How do I remove Canvas Commons from my institution's Canvas account as an admin?,https://community.canvaslms.com/t5/Canvas-Commons/How-do-I-remove-Canvas-Commons-from-my-institution-s-Canvas/ta-p/533232,medium
How do I view learning outcomes in the assessment library?,https://community.canvaslms.com/t5/Canvas-Student-Pathways/How-do-I-view-learning-outcomes-in-the-assessment-library/ta-p/1435,medium
What information do I need to share a resource to Commons?,https://community.canvaslms.com/t5/Canvas-Commons/What-information-do-I-need-to-share-a-resource-to-Commons/ta-p/1812,medium
How do I message other users on Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-message-other-users-on-Canvas-Student-ePortfolios/ta-p/1374,medium
How do I view and leave feedback on projects?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-view-and-leave-feedback-on-projects/ta-p/1398,medium
What types of document and media files can be shared to Commons?,https://community.canvaslms.com/t5/Canvas-Commons/What-types-of-document-and-media-files-can-be-shared-to-Commons/ta-p/1792,medium
How do I invite other users to join Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-invite-other-users-to-join-Canvas-Student-ePortfolios/ta-p/1397,medium
How do I generate a link or embed code to share my projects?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-generate-a-link-or-embed-code-to-share-my-projects/ta-p/1378,medium
How do I share a project to social media?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-share-a-project-to-social-media/ta-p/1380,medium
How do I share a resource to Commons?,https://community.canvaslms.com/t5/Canvas-Commons/How-do-I-share-a-resource-to-Commons/ta-p/1798,medium
What types of files can I upload to Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/What-types-of-files-can-I-upload-to-Canvas-Student-ePortfolios/ta-p/1408,medium
How do I use the home page in Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-use-the-home-page-in-Canvas-Student-ePortfolios/ta-p/1405,medium
How do I use the suggestions tab in Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-use-the-suggestions-tab-in-Canvas-Student-ePortfolios/ta-p/1420,medium
How can I discover projects on Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-can-I-discover-projects-on-Canvas-Student-ePortfolios/ta-p/1422,medium
How can I find networks on Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-can-I-find-networks-on-Canvas-Student-ePortfolios/ta-p/1417,medium
How can I find companies to follow on Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-can-I-find-companies-to-follow-on-Canvas-Student-ePortfolios/ta-p/1389,medium
How can I find available jobs on Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-can-I-find-available-jobs-on-Canvas-Student-ePortfolios/ta-p/1394,medium
How do I apply to jobs on Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-apply-to-jobs-on-Canvas-Student-ePortfolios/ta-p/1391,medium
How do I view my jobs on Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-view-my-jobs-on-Canvas-Student-ePortfolios/ta-p/1388,medium
How do I share a course to Commons?,https://community.canvaslms.com/t5/Canvas-Commons/How-do-I-share-a-course-to-Commons/ta-p/1793,medium
How do I switch between applications in Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-switch-between-applications-in-Canvas-Student/ta-p/1366,medium
How do I access and complete my tasks in Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-access-and-complete-my-tasks-in-Canvas-Student/ta-p/488871,medium
How do I find connections on Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-find-connections-on-Canvas-Student-ePortfolios/ta-p/1399,medium
How do I view my connections in Canvas Student ePortfolios?,https://community.canvaslms.com/t5/Canvas-Student-ePortfolios/How-do-I-view-my-connections-in-Canvas-Student-ePortfolios/ta-p/1400,medium
Welcome to the Instructure Community,https://community.canvaslms.com/t5/Instructure-Community-Guide/Welcome-to-the-Instructure-Community/ta-p/604159,medium
Advanced Searching and Saving Searches,https://community.canvaslms.com/t5/Talent-Match/Advanced-Searching-and-Saving-Searches/ta-p/1492,medium
How do I import artifacts to a collection and create a sample set?,https://community.canvaslms.com/t5/Canvas-Student-Pathways/How-do-I-import-artifacts-to-a-collection-and-create-a-sample/ta-p/1462,medium
How do I view my subscription in Canvas Credentials?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-view-my-subscription-in-Canvas-Credentials/ta-p/600390,medium
Selecting a Canvas Badges/Credentials server location,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/Selecting-a-Canvas-Badges-Credentials-server-location/ta-p/528687,medium
How do I transfer badges to an account on a different server?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/Transferring-badges-to-an-account-on-a-different-server/ta-p/528688,medium
Privacy and security,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/Privacy-and-security/ta-p/528689,medium
Single sign-on (SSO) integration with Canvas Badges/Credentials,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/Single-sign-on-SSO-integration-with-Canvas-Badges-Credentials/ta-p/528692,medium
Information collected by Canvas Badges/Credentials,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/Information-collected-by-Canvas-Badges-Credentials/ta-p/528657,medium
How do I merge my Canvas Badges/Credentials account?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-merge-my-Canvas-Badges-Credentials-account/ta-p/561844,medium
How do I delete my Canvas Badges/Credentials account?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-delete-my-Canvas-Badges-Credentials-account/ta-p/560539,medium
How do I use the organization dashboard in Canvas Credentials?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-use-the-organization-dashboard-in-Canvas-Credentials/ta-p/600392,medium
How do I manage Canvas Credentials Organization settings?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-manage-Canvas-Credentials-Organization-settings/ta-p/600354,medium
How do I use my personal space in a Canvas Credentials organization?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-use-my-personal-space-in-a-Canvas-Credentials/ta-p/600355,medium
How do I view organizational analytics in Canvas Credentials?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-view-organizational-analytics-in-Canvas-Credentials/ta-p/600388,medium
How do I view organization members in Canvas Credentials?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-view-organization-members-in-Canvas-Credentials/ta-p/600356,medium
How do I create a badge in Canvas Badges?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-create-a-badge-in-Canvas-Badges/ta-p/576677,medium
How do I view organization admins in Canvas Credentials?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-view-organization-admins-in-Canvas-Credentials/ta-p/600389,medium
How do I add organization admins in Canvas Credentials?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-add-organization-admins-in-Canvas-Credentials/ta-p/600351,medium
How do I view notifications in the Canvas Credentials LTI?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-view-notifications-in-the-Canvas-Credentials-LTI/ta-p/600381,medium
How do I customize notification messages in Canvas Credentials?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-customize-notification-messages-in-Canvas-Credentials/ta-p/600357,medium
How do I connect a Canvas Credentials organization to the  LTI as an organizational admin?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-connect-a-Canvas-Credentials-organization-to-the-LTI-as/ta-p/528734,medium
How do I enable badges from multiple issuers in Canvas Credentials?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-enable-badges-from-multiple-issuers-in-Canvas/ta-p/602290,medium
How do I manage issuers available to instructors in the Credentials LTI as an organizational admin?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-manage-issuers-available-to-instructors-in-the/ta-p/600376,medium
How do I manage pathway subscriptions for a Canvas Credentials Group?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-manage-pathway-subscriptions-for-a-Canvas-Credentials/ta-p/600391,medium
How do I view analytics for the Credentials LTI as an admin?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-view-analytics-for-the-Credentials-LTI-as-an-admin/ta-p/600378,medium
How do I view all groups within the Canvas Credentials LTI as a Canvas admin?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-view-all-groups-within-the-Canvas-Credentials-LTI-as-a/ta-p/600377,medium
What are Canvas Credentials Pathways?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/What-are-Canvas-Credentials-Pathways/ta-p/600367,medium
How do I manage my Canvas Badges/Credentials account?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-manage-my-Canvas-Badges-Credentials-account/ta-p/528685,medium
How do I upload non-Canvas Badges/Credentials badges to my Backpack?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-upload-non-Canvas-Badges-Credentials-badges-to-my/ta-p/528690,medium
How do I create and manage a collection of badges in Canvas Badges Backpack?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-create-and-manage-a-collection-of-badges-in-Canvas/ta-p/528674,medium
How do I use the Canvas Badges Backpack?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-use-the-Canvas-Badges-Backpack/ta-p/528683,medium
How do I import a Canvas badge?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-import-a-Canvas-badge/ta-p/528722,medium
How do I create or add an issuer in Canvas Badges or Canvas Credentials?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-create-or-add-an-issuer-in-Canvas-Badges-or-Canvas/ta-p/528723,medium
How do I manage issuers in Canvas Badges?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-manage-issuers-in-Canvas-Badges/ta-p/576682,medium
How do I manage badge visibility on the Issuer's public page?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-manage-badge-visibility-on-the-Issuer-s-public-page/ta-p/576681,medium
How do I change how a badge is awarded in Canvas Badges?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-change-how-a-badge-is-awarded-in-Canvas-Badges/ta-p/576678,medium
How do I edit a badge as an Issuer?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-edit-a-badge-as-an-Issuer/ta-p/576680,medium
How do I archive a badge in Canvas Credentials?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-archive-a-badge-in-Canvas-Credentials/ta-p/590491,medium
How do I delete a badge in Canvas Credentials?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-delete-a-badge-in-Canvas-Credentials/ta-p/593539,medium
How do I submit evidence to a badge in the Credentials LTI as a learner?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-submit-evidence-to-a-badge-in-the-Credentials-LTI-as-a/ta-p/600002,medium
How do I review submitted evidence to a badge in the Credentials LTI as an issuer or admin?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-review-submitted-evidence-to-a-badge-in-the-Credentials/ta-p/600003,medium
How do I add skills to a Canvas Credentials Badge?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-add-skills-to-a-Canvas-Credentials-Badge/ta-p/628297,medium
How do I share my earned badges from my Canvas Badges Backpack?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-share-my-earned-badges-from-my-Canvas-Badges-Backpack/ta-p/528659,medium
How do I print my certificate earned from my Canvas Badges Backpack?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-print-my-certificate-earned-from-my-Canvas-Badges/ta-p/528660,medium
How do I verify an earned badge using BadgeCheck.io?,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/How-do-I-verify-an-earned-badge-using-BadgeCheck-io/ta-p/528661,medium
Microsoft Teams & Canvas Badges/Credentials integration guide,https://community.canvaslms.com/t5/Canvas-Badges-Credentials/Microsoft-Teams-Canvas-Badges-Credentials-integration-guide/ta-p/528632,medium
