Title,URL,Priority
How do I add my name to the wait list for a Catalog course or program?,https://community.canvaslms.com/t5/Canvas-Catalog/How-do-I-add-my-name-to-the-wait-list-for-a-Catalog-course-or/ta-p/1758,medium
How do I require a user to authenticate into Catalog before viewing my institution's catalog or subcatalog listings?,https://community.canvaslms.com/t5/Canvas-Catalog/How-do-I-require-a-user-to-authenticate-into-Catalog-before/ta-p/458494,medium
How do I delete a file or folder in Files?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-delete-a-file-or-folder-in-Files/ta-p/617196,medium
How do I use the To Do list and sidebar in the Dashboard as an instructor?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-use-the-To-Do-list-and-sidebar-in-the-Dashboard-as-an/ta-p/618753,medium
How do I create a new ePortfolio?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-create-a-new-ePortfolio/ta-p/616171,medium
How do I use the ePortfolio Getting Started Wizard?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-use-the-ePortfolio-Getting-Started-Wizard/ta-p/616178,medium
How do I organize my ePortfolio?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-organize-my-ePortfolio/ta-p/616177,medium
How do I create a new ePortfolio section?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-create-a-new-ePortfolio-section/ta-p/616175,medium
How do I organize my ePortfolio pages?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-organize-my-ePortfolio-pages/ta-p/616176,medium
How do I edit the default page in my ePortfolio section?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-edit-the-default-page-in-my-ePortfolio-section/ta-p/616172,medium
How do I create a new page in my ePortfolio section?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-create-a-new-page-in-my-ePortfolio-section/ta-p/616173,medium
How do I preview a page in my ePortfolio?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-preview-a-page-in-my-ePortfolio/ta-p/616179,medium
How do I add rich text content to my ePortfolio page?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-add-rich-text-content-to-my-ePortfolio-page/ta-p/616181,medium
How do I add HTML/embedded content to my ePortfolio page?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-add-HTML-embedded-content-to-my-ePortfolio-page/ta-p/616165,medium
How do I upload a file or image to my ePortfolio page?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-upload-a-file-or-image-to-my-ePortfolio-page/ta-p/616168,medium
How do I enable comments in my ePortfolio?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-enable-comments-in-my-ePortfolio/ta-p/616166,medium
How do I download the contents of my ePortfolio?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-download-the-contents-of-my-ePortfolio/ta-p/616170,medium
How can I share a private ePortfolio?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-can-I-share-a-private-ePortfolio/ta-p/616169,medium
How do I make my ePortfolio public?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-make-my-ePortfolio-public/ta-p/616174,medium
How do I delete my ePortfolio?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-delete-my-ePortfolio/ta-p/616180,medium
How do I use Files?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-use-Files/ta-p/617201,medium
How do I view course files?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-view-course-files/ta-p/617226,medium
How do I view group files?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-view-group-files/ta-p/617203,medium
How do I view my user files?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-view-my-user-files/ta-p/617227,medium
How do I preview a file in Files?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-preview-a-file-in-Files/ta-p/617193,medium
How do I move and organize files?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-move-and-organize-files/ta-p/617197,medium
How do I add a To Do item in the List View Dashboard as a student?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-add-a-To-Do-item-in-the-List-View-Dashboard-as-a/ta-p/618755,medium
How do I use the To Do list for all my courses in the List View Dashboard as a student?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-use-the-To-Do-list-for-all-my-courses-in-the-List-View/ta-p/618751,medium
How do I use the To Do list and sidebar in the Dashboard as a student?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-use-the-To-Do-list-and-sidebar-in-the-Dashboard-as-a/ta-p/618761,medium
How do I sign up for an appointment in the Calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-sign-up-for-an-appointment-in-the-Calendar/ta-p/617615,medium
How do I add an event to my personal calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-add-an-event-to-my-personal-calendar/ta-p/617612,medium
How do I add an event to a course calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-add-an-event-to-a-course-calendar/ta-p/617610,medium
How do I add a to-do item in the Calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-add-a-to-do-item-in-the-Calendar/ta-p/617599,medium
How do I add a recurring event in a calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-add-a-recurring-event-in-a-calendar/ta-p/617604,medium
How do I filter the Calendar view by course?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-filter-the-Calendar-view-by-course/ta-p/617609,medium
How do I set a different event date for each section in a course calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-set-a-different-event-date-for-each-section-in-a-course/ta-p/617603,medium
How do I add and duplicate an event for course sections in the Calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-add-and-duplicate-an-event-for-course-sections-in-the/ta-p/617611,medium
How do I subscribe to the Calendar feed using Google Calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-subscribe-to-the-Calendar-feed-using-Google-Calendar/ta-p/617614,medium
How do I add an appointment group in a course calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-add-an-appointment-group-in-a-course-calendar/ta-p/617602,medium
How do I view or edit an appointment group in a course calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-view-or-edit-an-appointment-group-in-a-course-calendar/ta-p/617608,medium
How do I subscribe to the Calendar feed using Outlook.com?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-subscribe-to-the-Calendar-feed-using-Outlook-com/ta-p/617601,medium
How do I view global activity for all courses in the Recent Activity Dashboard?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-view-global-activity-for-all-courses-in-the-Recent/ta-p/618764,medium
How do I view a group calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-view-a-group-calendar/ta-p/617600,medium
How do I view and manage Account Calendars?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-view-and-manage-Account-Calendars/ta-p/617598,medium
How do I view the Calendar iCal feed to subscribe to an external calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-view-the-Calendar-iCal-feed-to-subscribe-to-an-external/ta-p/617607,medium
How do I view all my Canvas courses?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-view-all-my-Canvas-courses/ta-p/618766,medium
How do I customize my Courses list?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-customize-my-Courses-list/ta-p/618759,medium
How do I view my institution's Public Course Index?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-view-my-institution-s-Public-Course-Index/ta-p/618757,medium
How do I use the Dashboard as a student?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-use-the-Dashboard-as-a-student/ta-p/618762,medium
How do I use the Dashboard as an instructor?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-use-the-Dashboard-as-an-instructor/ta-p/618754,medium
How do I use the Dashboard as an observer?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-use-the-Dashboard-as-an-observer/ta-p/618747,medium
How do I view my courses in the Card View Dashboard?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-view-my-courses-in-the-Card-View-Dashboard/ta-p/618765,medium
How do I create a folder in Files?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-create-a-folder-in-Files/ta-p/617206,medium
How do I download a file or folder?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-download-a-file-or-folder/ta-p/617195,medium
What is the Canvas Parent app?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-the-Canvas-Parent-app/ta-p/10,medium
How do I edit a file in Files?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-edit-a-file-in-Files/ta-p/617205,medium
How do I merge my user account with an account using the same email address?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-merge-my-user-account-with-an-account-using-the-same/ta-p/615319,medium
How do I manage feature options in my user account?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-manage-feature-options-in-my-user-account/ta-p/615327,medium
What feature options can I enable in my user account?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-feature-options-can-I-enable-in-my-user-account/ta-p/615324,medium
How do I set up multi-factor authentication for my user account?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-set-up-multi-factor-authentication-for-my-user-account/ta-p/615333,medium
How do I manage API access tokens in my user account?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-manage-API-access-tokens-in-my-user-account/ta-p/615312,medium
How do I add Slack as a contact method in Canvas?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-add-Slack-as-a-contact-method-in-Canvas/ta-p/615329,medium
How do I select personal pronouns in my user account?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-select-personal-pronouns-in-my-user-account/ta-p/615336,medium
How do I view a QR code to log in to the Canvas mobile apps?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-view-a-QR-code-to-log-in-to-the-Canvas-mobile-apps/ta-p/615320,medium
How do I manage notifications for a single course?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-manage-notifications-for-a-single-course/ta-p/615325,medium
How do I enable the high contrast user interface in Canvas?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-enable-the-high-contrast-user-interface-in-Canvas/ta-p/615334,medium
How do I manage confetti animations in Canvas?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-manage-confetti-animations-in-Canvas/ta-p/615330,medium
How do I access the Rich Content Editor?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-access-the-Rich-Content-Editor/ta-p/618248,medium
How do I add and modify text in the Rich Content Editor?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-add-and-modify-text-in-the-Rich-Content-Editor/ta-p/618221,medium
How do I use the menubar in the Rich Content Editor?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-use-the-menubar-in-the-Rich-Content-Editor/ta-p/618230,medium
How do I insert a table using the Rich Content Editor?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-insert-a-table-using-the-Rich-Content-Editor/ta-p/618220,medium
How do I use the HTML view in the Rich Content Editor?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-use-the-HTML-view-in-the-Rich-Content-Editor/ta-p/618225,medium
How do I resize the Rich Content Editor?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-resize-the-Rich-Content-Editor/ta-p/618246,medium
How do I create hyperlinks to external URLs in the Rich Content Editor?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-create-hyperlinks-to-external-URLs-in-the-Rich-Content/ta-p/618224,medium
"How do I create hyperlinks to user, group, or course files in the Rich Content Editor?",https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-create-hyperlinks-to-user-group-or-course-files-in-the/ta-p/618223,medium
How do I create hyperlinks to course or group content in the Rich Content Editor?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-create-hyperlinks-to-course-or-group-content-in-the/ta-p/618247,medium
How do I edit or remove hyperlinks in the Rich Content Editor?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-edit-or-remove-hyperlinks-in-the-Rich-Content-Editor/ta-p/618222,medium
How do I upload and embed an image in the Rich Content Editor?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-upload-and-embed-an-image-in-the-Rich-Content-Editor/ta-p/618228,medium
How do I embed images from Canvas into the Rich Content Editor?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-embed-images-from-Canvas-into-the-Rich-Content-Editor/ta-p/618227,medium
How do I set a time zone in my user account?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-set-a-time-zone-in-my-user-account/ta-p/615318,medium
How do I view course content offline as an ePub file?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-view-course-content-offline-as-an-ePub-file/ta-p/615317,medium
How do I manage my Canvas notification settings?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-manage-my-Canvas-notification-settings/ta-p/615326,medium
How do I log in to Canvas?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-log-in-to-Canvas/ta-p/618760,medium
How do I rename a file or folder?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-rename-a-file-or-folder/ta-p/617200,medium
How do I restrict files and folders?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-restrict-files-and-folders/ta-p/617189,medium
How do I set usage rights and user access for a file or folder?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-set-usage-rights-and-user-access-for-a-file-or-folder/ta-p/617208,medium
How do I upload a file in Files?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-upload-a-file-in-Files/ta-p/617194,medium
How do I upload ZIP files in Files?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-upload-ZIP-files-in-Files/ta-p/617192,medium
How do I bulk upload files?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-bulk-upload-files/ta-p/617198,medium
How do I view my Google Drive files in Canvas?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-view-my-Google-Drive-files-in-Canvas/ta-p/617188,medium
How do I view my Microsoft Office 365 files in Canvas?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-view-my-Microsoft-Office-365-files-in-Canvas/ta-p/617186,medium
What types of files can I preview in Canvas?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-types-of-files-can-I-preview-in-Canvas/ta-p/617187,medium
What types of media files can I upload in Canvas?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-types-of-media-files-can-I-upload-in-Canvas/ta-p/617185,medium
How do I use the Global Navigation Menu?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-use-the-Global-Navigation-Menu/ta-p/618767,medium
How do I change the language preference in my user account?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-change-the-language-preference-in-my-user-account/ta-p/615328,medium
How do I view my recent page view history in Canvas?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-view-my-recent-page-view-history-in-Canvas/ta-p/618750,medium
How do I log out of Canvas?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-log-out-of-Canvas/ta-p/618763,medium
How do I add a profile picture in my user account?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-add-a-profile-picture-in-my-user-account/ta-p/615332,medium
How do I add contact methods to receive Canvas notifications?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-add-contact-methods-to-receive-Canvas-notifications/ta-p/615331,medium
How do I add an additional email address as a contact method in Canvas?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-add-an-additional-email-address-as-a-contact-method-in/ta-p/615316,medium
How do I add a text (SMS) contact method in Canvas?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-add-a-text-SMS-contact-method-in-Canvas/ta-p/615315,medium
How do I change my default email address in my user account?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-change-my-default-email-address-in-my-user-account/ta-p/615314,medium
How do I change my login password in my user account?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-change-my-login-password-in-my-user-account/ta-p/615323,medium
How do I change the settings in my user account?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-change-the-settings-in-my-user-account/ta-p/615322,medium
How do I edit my profile in my user account?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-edit-my-profile-in-my-user-account/ta-p/615501,medium
How do I use the Calendar?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/How-do-I-use-the-Calendar/ta-p/617613,medium
What is the Canvas Teacher app?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-the-Canvas-Teacher-app/ta-p/69,medium
How do I manage single-listing enrollment behavior in my institution's Canvas Catalog?,https://community.canvaslms.com/t5/Canvas-Catalog/How-do-I-manage-single-listing-enrollment-behavior-in-my/ta-p/504087,medium
[OPEN]Members of concluded courses groups still show up in the users filter of the address book when composing a message,https://community.canvaslms.com/t5/Known-Issues/OPEN-Members-of-concluded-courses-groups-still-show-up-in-the/ta-p/635965,medium
How do I like something in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-like-something-in-the-Instructure-Community/ta-p/585886,medium
How do I send a private message in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-send-a-private-message-in-the-Instructure-Community/ta-p/585890,medium
What are the Community ranks and roles?,https://community.canvaslms.com/t5/Instructure-Community-Guide/What-are-the-Community-ranks-and-roles/ta-p/522019,medium
How do I rank up in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-rank-up-in-the-Instructure-Community/ta-p/522020,medium
How do I update my personal profile information in the Instructure  Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-update-my-personal-profile-information-in-the/ta-p/585891,medium
How do I close my account in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-close-my-account-in-the-Instructure-Community/ta-p/585892,medium
How do I update my avatar in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-update-my-avatar-in-the-Instructure-Community/ta-p/595238,medium
How do I update my account preferences in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-update-my-account-preferences-in-the-Instructure/ta-p/595237,medium
How do view my profile page in the Instructure  Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-view-my-profile-page-in-the-Instructure-Community/ta-p/595240,medium
How do I ask a question in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-ask-a-question-in-the-Instructure-Community/ta-p/2977,medium
How do I reply to a question posted in an Instructure Community Question Forum?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-reply-to-a-question-posted-in-an-Instructure-Community/ta-p/2982,medium
How do I mark a reply to my question as an accepted solution?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-mark-a-reply-to-my-question-as-an-accepted-solution/ta-p/574386,medium
How do I search in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-search-in-the-Instructure-Community/ta-p/593037,medium
How do I filter Instructure Community search results?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-filter-Instructure-Community-search-results/ta-p/593038,medium
How do I change the number of search results per page in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-change-the-number-of-search-results-per-page-in-the/ta-p/593039,medium
Find My Canvas URL,https://community.canvaslms.com/t5/Canvas-Basics-Guide/Where-do-I-find-my-institution-s-URL-to-access-Canvas/ta-p/82,medium
Help Logging into Canvas,https://community.canvaslms.com/t5/Troubleshooting/Logging-into-Canvas/ta-p/875,medium
Generate a Pairing Code,https://community.canvaslms.com/t5/Student-Guide/How-do-I-generate-a-pairing-code-for-an-observer-as-a-student/ta-p/418,medium
Canvas Browser and Computer Requirements,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-the-browser-and-computer-requirements-for-Instructure/ta-p/66,medium
Change Canvas Notification Settings,https://community.canvaslms.com/t5/Student-Guide/How-do-I-manage-my-Canvas-notification-settings-as-a-student/ta-p/434,medium
Community Guidelines,https://community.canvaslms.com/t5/Community/What-are-the-Canvas-Community-guidelines/ta-p/2978,medium
[OPEN] Images contained in item banks shared to other entities can break if original course/item is deleted,https://community.canvaslms.com/t5/Known-Issues/OPEN-Images-contained-in-item-banks-shared-to-other-entities-can/ta-p/636130,medium
"[OPEN] when cross-shard admins make changes to a course, no information is available via course activity log",https://community.canvaslms.com/t5/Known-Issues/OPEN-when-cross-shard-admins-make-changes-to-a-course-no/ta-p/635972,medium
How do I host an Instructure Live event?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-host-an-Instructure-Live-event/ta-p/469811,medium
How do I create a new idea in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-create-a-new-idea-in-the-Instructure-Community/ta-p/2986,medium
What are the guidelines for submitting a new idea?,https://community.canvaslms.com/t5/Instructure-Community-Guide/What-are-the-guidelines-for-submitting-a-new-idea/ta-p/535609,medium
How do I subscribe to an Instructure Community blog?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-subscribe-to-an-Instructure-Community-blog/ta-p/574380,medium
How do I log in to the Instructure Community with Mastery Connect?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-log-in-to-the-Instructure-Community-with-Mastery/ta-p/531841,medium
How do I create an Instructure Community login without a Canvas account?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-create-an-Instructure-Community-login-without-a-Canvas/ta-p/473436,medium
Community Login Troubleshooting Guide,https://community.canvaslms.com/t5/Instructure-Community-Guide/Community-Login-Troubleshooting-Guide/ta-p/604160,medium
What are the Instructure Community guidelines?,https://community.canvaslms.com/t5/Instructure-Community-Guide/What-are-the-Instructure-Community-guidelines/ta-p/2978,medium
How do I use the Community Home Page?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-use-the-Community-Home-Page/ta-p/593036,medium
How can I participate in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-can-I-participate-in-the-Instructure-Community/ta-p/585894,medium
How do I earn badges in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-earn-badges-in-the-Instructure-Community/ta-p/595239,medium
How do I create a blog post in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-create-a-blog-post-in-the-Instructure-Community/ta-p/2983,medium
How do I edit my blog post in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-edit-my-blog-post-in-the-Instructure-Community/ta-p/574383,medium
How do I use My Feed in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-use-My-Feed-in-the-Instructure-Community/ta-p/466460,medium
How do I subscribe to a page or area in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-subscribe-to-a-page-or-area-in-the-Instructure/ta-p/574387,medium
How do Ideas work in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-Ideas-work-in-the-Instructure-Community/ta-p/2980,medium
Instructure Community RSS Feeds,https://community.canvaslms.com/t5/Instructure-Community-Guide/Instructure-Community-RSS-Feeds/ta-p/577401,medium
How do I find and join a group or hub in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-find-and-join-a-group-or-hub-in-the-Instructure/ta-p/585893,medium
What groups and hubs can I join in the Instructure Community?,https://community.canvaslms.com/t5/Instructure-Community-Guide/What-groups-and-hubs-can-I-join-in-the-Instructure-Community/ta-p/585889,medium
How do I view the Instructure Guides?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-view-the-Instructure-Guides/ta-p/574382,medium
How are the Instructure Guides updated?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-are-the-Instructure-Guides-updated/ta-p/463704,medium
How do I submit feedback for an Instructure product guide?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-submit-feedback-for-an-Instructure-product-guide/ta-p/574381,medium
Can I repurpose content from the guides for my institution's use?,https://community.canvaslms.com/t5/Instructure-Community-Guide/Can-I-repurpose-content-from-the-guides-for-my-institution-s-use/ta-p/574384,medium
Are Instructure Guides translated into other languages?,https://community.canvaslms.com/t5/Instructure-Community-Guide/Are-Instructure-Guides-translated-into-other-languages/ta-p/574385,medium
How do I view the Instructure product roadmaps?,https://community.canvaslms.com/t5/Instructure-Community-Guide/How-do-I-view-the-Instructure-product-roadmaps/ta-p/585885,medium
What is the feature development process for Instructure products?,https://community.canvaslms.com/t5/Instructure-Community-Guide/What-is-the-feature-development-process-for-Instructure-products/ta-p/469504,medium
[OPEN] Docviewer previews of excel files with many rows are excessively zoomed out until no content is legible,https://community.canvaslms.com/t5/Known-Issues/OPEN-Docviewer-previews-of-excel-files-with-many-rows-are/ta-p/635968,medium
[OPEN] toggling LTI tool placements works in all accounts instead of only where tool is installed,https://community.canvaslms.com/t5/Known-Issues/OPEN-toggling-LTI-tool-placements-works-in-all-accounts-instead/ta-p/635962,medium
What is the Canvas Student app?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-the-Canvas-Student-app/ta-p/31,medium
[OPEN] Add user pop-up closes quickly when adding to an account group,https://community.canvaslms.com/t5/Known-Issues/OPEN-Add-user-pop-up-closes-quickly-when-adding-to-an-account/ta-p/635606,medium
What are Conferences?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-Conferences/ta-p/53,medium
What is the Course Import Tool?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-the-Course-Import-Tool/ta-p/21,medium
What are ePortfolios?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-ePortfolios/ta-p/1,medium
What are External Apps (LTI Tools)?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-External-Apps-LTI-Tools/ta-p/57,medium
What are Files?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-Files/ta-p/7,medium
What are grading schemes?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-grading-schemes/ta-p/41,medium
What are Groups?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-Groups/ta-p/16,medium
What are Mastery Paths?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-Mastery-Paths/ta-p/404483,medium
What are Outcomes?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-Outcomes/ta-p/75,medium
What are Pages?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-Pages/ta-p/5,medium
What are Profile and User Settings?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-Profile-and-User-Settings/ta-p/15,medium
What are question banks?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-are-question-banks/ta-p/23,medium
What is the Rich Content Editor (RCE)?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-the-Rich-Content-Editor-RCE/ta-p/12,medium
What is the Roll Call Attendance Tool?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-the-Roll-Call-Attendance-Tool/ta-p/59,medium
What is the Scheduler?,https://community.canvaslms.com/t5/Canvas-Basics-Guide/What-is-the-Scheduler/ta-p/11,medium
